id,problem_name,,explanation,output,original_code,13,comment_less_code
53,C Program Swap Numbers in Cyclic Order Using Call by Reference,62,"To understand this example, you should have the knowledge of the following C programming topics:

C Pointers
C Pass Addresses and Pointers

Here, the three numbers entered by the user are stored in variables a, b and c respectively. The addresses of these numbers are passed to the cyclicSwap() function.

cyclicSwap(&a, &b, &c);

In the function definition of cyclicSwap(), we have assigned these addresses to pointers.

cyclicSwap(int *n1, int *n2, int *n3) {
    ...
}


When n1, n2 and n3 inside cyclicSwap() are changed, the values of a, b and c inside main() are also changed.
Note: The cyclicSwap() function is not returning anything.","Enter a, b and c respectively: 1
2
3
Value before swapping:
a = 1 
b = 2 
c = 3
Value after swapping:
a = 3 
b = 1 
c = 2","#include <stdio.h>
void cyclicSwap(int *a, int *b, int *c);
int main() {
int a, b, c;
printf(""Enter a, b and c respectively: "");
scanf(""%d %d %d"", &a, &b, &c);
printf(""Value before swapping:\n"");
printf(""a = %d \nb = %d \nc = %d\n"", a, b, c);
cyclicSwap(&a, &b, &c);
printf(""Value after swapping:\n"");
printf(""a = %d \nb = %d \nc = %d"", a, b, c);
return 0;
}
void cyclicSwap(int *n1, int *n2, int *n3) {
int temp;
// swapping in cyclic order
temp = *n2;
*n2 = *n1;
*n1 = *n3;
*n3 = temp;
}",489,"#include <stdio.h>
void cyclicSwap(int *a, int *b, int *c);
int main() {
    int a, b, c;

    printf(""Enter a, b and c respectively: "");
    scanf(""%d %d %d"", &a, &b, &c);

    printf(""Value before swapping:\n"");
    printf(""a = %d \nb = %d \nc = %d\n"", a, b, c);

    cyclicSwap(&a, &b, &c);

    printf(""Value after swapping:\n"");
    printf(""a = %d \nb = %d \nc = %d"", a, b, c);

    return 0;
}

void cyclicSwap(int *n1, int *n2, int *n3) {
    int temp;
    temp = *n2;
    *n2 = *n1;
    *n1 = *n3;
    *n3 = temp;
}"
54,C Program to Find Largest Number Using Dynamic Memory Allocation,64,"To understand this example, you should have the knowledge of the following C programming topics:

C Pointers
C Dynamic Memory Allocation
C for Loop

Explanation
In the program, we have asked the user to enter the total number of elements which is stored in the variable n. Then, we have allocated memory for n number of double values.

// Allocating memory for n double values
data = (double *)calloc(n, sizeof(double));

Then, we used a for loop to take n number of data from the user.

// Storing elements
for (int i = 0; i < n; ++i) {
  printf(""Enter Number%d: "", i + 1);
  scanf(""%lf"", data + i);
}

Finally, we used another for loop to compute the largest number.

// Computing the largest number
for (int i = 1; i < n; ++i) {
  if (*data < *(data + i))
    *data = *(data + i);
  }
}

Note: Instead of calloc(), it's also possible to solve this problem using the https://www.programiz.com/c-programming/c-dynamic-memory-allocation function.","Enter the total number of elements: 5
Enter number1: 3.4
Enter number2: 2.4
Enter number3: -5
Enter number4: 24.2
Enter number5: 6.7
Largest number = 24.20","#include <stdio.h>
#include <stdlib.h>

int main() {

  int n;
  double *data;
  printf(""Enter the total number of elements: "");
  scanf(""%d"", &n);

  // Allocating memory for n elements
  data = (double *)calloc(n, sizeof(double));
  if (data == NULL) {
    printf(""Error!!! memory not allocated."");
    exit(0);
  }

  // Storing numbers entered by the user.
  for (int i = 0; i < n; ++i) {
    printf(""Enter number%d: "", i + 1);
    scanf(""%lf"", data + i);
  }

  // Finding the largest number
  for (int i = 1; i < n; ++i) {
    if (*data < *(data + i)) {
      *data = *(data + i);
    }
  }
  printf(""Largest number = %.2lf"", *data);

  free(data);

  return 0;
}",669,"#include <stdio.h>
#include <stdlib.h>

int main() {
  int n;
  double *data;
  printf(""Enter the total number of elements: "");
  scanf(""%d"", &n);

  data = (double *)calloc(n, sizeof(double));
  if (data == NULL) {
    printf(""Error!!! memory not allocated."");
    exit(0);
  }

  for (int i = 0; i < n; ++i) {
    printf(""Enter number%d: "", i + 1);
    scanf(""%lf"", data + i);
  }

  for (int i = 1; i < n; ++i) {
    if (*data < *(data + i)) {
      *data = *(data + i);
    }
  }
  printf(""Largest number = %.2lf"", *data);

  free(data);

  return 0;
}"
55,C Program to Find the Frequency of Characters in a String,57,"To understand this example, you should have the knowledge of the following C programming topics:

C Arrays
C Programming Strings

In this program, the string entered by the user is stored in str.
Then, the user is asked to enter the character whose frequency is to be found. This is stored in variable ch.

Then, a for loop is used to iterate over characters of the string. In each iteration, if the character in the string is equal to the ch, count is increased by 1.
Finally, the frequency stored in the count variable is printed.
Note: This program is case-sensitive i.e. it treats uppercase and lowercase versions of the same alphabet as different characters.","Enter a string: This website is awesome.
Enter a character to find its frequency: e
Frequency of e = 4","#include <stdio.h>
int main() {
    char str[1000], ch;
    int count = 0;

    printf(""Enter a string: "");
    fgets(str, sizeof(str), stdin);

    printf(""Enter a character to find its frequency: "");
    scanf(""%c"", &ch);

    for (int i = 0; str[i] != '\0'; ++i) {
        if (ch == str[i])
            ++count;
    }

    printf(""Frequency of %c = %d"", ch, count);
    return 0;
}",384,"#include <stdio.h>
int main() {
    char str[1000], ch;
    int count = 0;

    printf(""Enter a string: "");
    fgets(str, sizeof(str), stdin);

    printf(""Enter a character to find its frequency: "");
    scanf(""%c"", &ch);

    for (int i = 0; str[i] != '\0'; ++i) {
        if (ch == str[i])
            ++count;
    }

    printf(""Frequency of %c = %d"", ch, count);
    return 0;
}"
56,"C Program to Count the Number of Vowels, Consonants and so on",61,"To understand this example, you should have the knowledge of the following C programming topics:

C Arrays
C Programming Strings

Here, the string entered by the user is stored in the line variable.
Initially, the variables vowel, consonant, digit, and space are initialized to 0.

Then, a for loop is used to iterate over the characters of the string. In each iteration, we:
• convert the character to lowercase using the tolower() function
• check whether the character is a vowel, a consonant, a digit, or an empty space. Suppose the character is a consonant. Then, the consonant variable is increased by 1.
When the loop ends, the number of vowels, consonants, digits, and white spaces are stored in variables vowel, consonant, digit, and space respectively.
Note: We have used the https://www.programiz.com/c-programming/library-function/ctype.h/tolower to simplify our program. To use this function, we need to import the https://www.programiz.com/c-programming/library-function/ctype.h header file.","Enter a line of string: C++ 20 is the latest version of C++ yet.
Vowels: 9
Consonants: 16
Digits: 2
White spaces: 8","#include <stdio.h>
int main() {
char line[150];
int vowels, consonant, digit, space;
// initialize all variables to 0
vowels = consonant = digit = space = 0;
// get full line of string input
printf(""Enter a line of string: "");
fgets(line, sizeof(line), stdin);
// loop through each character of the string
for (int i = 0; line[i] != '\0'; ++i) {
// convert character to lowercase
line[i] = tolower(line[i]);
// check if the character is a vowel
if (line[i] == 'a' || line[i] == 'e' || line[i] == 'i' ||
line[i] == 'o' || line[i] == 'u') {
// increment value of vowels by 1
++vowels;
}
// if it is not a vowel and if it is an alphabet, it is a consonant
else if ((line[i] >= 'a' && line[i] <= 'z')) {
++consonant;
}
// check if the character is a digit
else if (line[i] >= '0' && line[i] <= '9') {
++digit;
}
// check if the character is an empty space
else if (line[i] == ' ') {
++space;
}
}
printf(""Vowels: %d"", vowels);
printf(""\nConsonants: %d"", consonant);
printf(""\nDigits: %d"", digit);
printf(""\nWhite spaces: %d"", space);
return 0;
}",1040,"#include <stdio.h>
int main() {

  char line[150];
  int vowels, consonant, digit, space;

  vowels = consonant = digit = space = 0;

  printf(""Enter a line of string: "");
  fgets(line, sizeof(line), stdin);

  for (int i = 0; line[i] != '\0'; ++i) {
    line[i] = tolower(line[i]);
    if (line[i] == 'a' || line[i] == 'e' || line[i] == 'i' ||
        line[i] == 'o' || line[i] == 'u') {
      ++vowels;
    }
    else if ((line[i] >= 'a' && line[i] <= 'z')) {
      ++consonant;
    }
    else if (line[i] >= '0' && line[i] <= '9') {
      ++digit;
    }
    else if (line[i] == ' ') {
      ++space;
    }
  }

  printf(""Vowels: %d"", vowels);
  printf(""\nConsonants: %d"", consonant);
  printf(""\nDigits: %d"", digit);
  printf(""\nWhite spaces: %d"", space);

  return 0;
}"
57,C Program to Remove all Characters in a String Except Alphabets,63,"To understand this example, you should have the knowledge of the following C programming topics:

C Arrays
C Programming Strings
C for Loop
C while and do...while Loop

This program takes a string input from the user and stores in the line variable. Then, a for loop is used to iterate over characters of the string.

If the character in a string is not an alphabet, it is removed from the string and the position of the remaining characters are shifted to the left by 1 position.","Enter a string: p2'r-o@gram84iz./
Output String: programiz","#include <stdio.h>
int main() {
char line[150];
printf(""Enter a string: "");
fgets(line, sizeof(line), stdin); // take input
for (int i = 0, j; line[i] != '\0'; ++i) {
// enter the loop if the character is not an alphabet
// and not the null character
while (!(line[i] >= 'a' && line[i] <= 'z') && !(line[i] >= 'A' && line[i] <= 'Z') && !(line[i] == '\0')) {
for (j = i; line[j] != '\0'; ++j) {
// if jth element of line is not an alphabet,
// assign the value of (j+1)th element to the jth element
line[j] = line[j + 1];
}
line[j] = '\0';
}
}
printf(""Output String: "");
puts(line);
return 0;
}",593,"#include <stdio.h>
int main() {
char line[150];
printf(""Enter a string: "");
fgets(line, sizeof(line), stdin);
for (int i = 0, j; line[i] != '\0'; ++i) {
while (!(line[i] >= 'a' && line[i] <= 'z') && !(line[i] >= 'A' && line[i] <= 'Z') && !(line[i] == '\0')) {
for (j = i; line[j] != '\0'; ++j) {
line[j] = line[j + 1];
}
line[j] = '\0';
}
}
printf(""Output String: "");
puts(line);
return 0;
}"
58,C Program to Find the Length of a String,40,"To understand this example, you should have the knowledge of the following C programming topics:

C Programming Strings
String Manipulations In C Programming Using Library Functions
C for Loop
As you know, the best way to find the length of a string is by using the strlen() function. However, in this example, we will find the length of a string manually.

Here, using a for loop, we have iterated over characters of the string from i = 0 to until '\0' (null character) is encountered. In each iteration, the value of i is increased by 1.
When the loop ends, the length of the string will be stored in the i variable.
Note: Here, the array s[] has 19 elements. The last element s[18] is the null character '\0'. But our loop does not count this character as it terminates upon encountering it.","Length of the string: 18
","#include <stdio.h>
int main() {
    char s[] = ""Programming is fun"";
    int i;

    for (i = 0; s[i] != '\0'; ++i);
    
    printf(""Length of the string: %d"", i);
    return 0;
}",180,"#include <stdio.h>
int main() {
    char s[] = ""Programming is fun"";
    int i;

    for (i = 0; s[i] != '\0'; ++i);
    
    printf(""Length of the string: %d"", i);
    return 0;
}"
59,C Program to Concatenate Two Strings,36,"To understand this example, you should have the knowledge of the following C programming topics:

C Arrays
C Programming Strings
C for Loop
As you know, the best way to concatenate two strings in C programming is by using the strcat() function. However, in this example, we will concatenate two strings manually.

Here, two strings s1 and s2 and concatenated and the result is stored in s1.
It's important to note that the length of s1 should be sufficient to hold the string after concatenation. If not, you may get unexpected output.",After concatenation: programming is awesome,"#include <stdio.h>
int main() {
char s1[100] = ""programming "", s2[] = ""is awesome"";
int length, j;
// store length of s1 in the length variable
length = 0;
while (s1[length] != '\0') {
++length;
}
// concatenate s2 to s1
for (j = 0; s2[j] != '\0'; ++j, ++length) {
s1[length] = s2[j];
}
// terminating the s1 string
s1[length] = '\0';
printf(""After concatenation: "");
puts(s1);
return 0;
}",389,"#include <stdio.h>
int main() {
  char s1[100] = ""programming "", s2[] = ""is awesome"";
  int length, j;

  length = 0;
  while (s1[length] != '\0') {
    ++length;
  }

  for (j = 0; s2[j] != '\0'; ++j, ++length) {
    s1[length] = s2[j];
  }

  s1[length] = '\0';

  printf(""After concatenation: "");
  puts(s1);

  return 0;
}"
60,C Program to Copy String Without Using strcpy(),47,"To understand this example, you should have the knowledge of the following C programming topics:

C Arrays
C Programming Strings
C for Loop
As you know, the best way to copy a string is by using the strcpy() function. However, in this example, we will copy a string manually without using the strcpy() function.

The above program copies the content of string s1 to string s2 manually.","Enter string s1: Hey fellow programmer.
String s2: Hey fellow programmer.","#include <stdio.h>
int main() {
    char s1[100], s2[100], i;
    printf(""Enter string s1: "");
    fgets(s1, sizeof(s1), stdin);

    for (i = 0; s1[i] != '\0'; ++i) {
        s2[i] = s1[i];
    }

    s2[i] = '\0';
    printf(""String s2: %s"", s2);
    return 0;
}",264,"#include <stdio.h>
int main() {
    char s1[100], s2[100], i;
    printf(""Enter string s1: "");
    fgets(s1, sizeof(s1), stdin);

    for (i = 0; s1[i] != '\0'; ++i) {
        s2[i] = s1[i];
    }

    s2[i] = '\0';
    printf(""String s2: %s"", s2);
    return 0;
}"
61,C Program to Sort Elements in Lexicographical Order (Dictionary Order),70,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-multi-dimensional-arrays
• https://www.programiz.com/c-programming/c-strings
• https://www.programiz.com/c-programming/string-handling-functions

To solve this program, a two-dimensional string named str is created. The string can hold a maximum of 5 strings and each string can have a maximum of 50 characters (including the null character).

In the program, we have used two library functions:
• https://www.programiz.com/c-programming/library-function/string.h/strcmp - to compare strings
• https://www.programiz.com/c-programming/library-function/string.h/strcpy - to copy strings
These functions are used to compare strings and sort them in the correct order.","Enter 5 words: R programming
JavaScript
Java
C programming
C++ programming

In the lexicographical order:
C programming
C++ programming
Java
JavaScript
R programming","#include <stdio.h>
#include <string.h>
int main() {
char str[5][50], temp[50];
printf(""Enter 5 words: "");
// Getting strings input
for (int i = 0; i < 5; ++i) {
fgets(str[i], sizeof(str[i]), stdin);
}
// storing strings in the lexicographical order
for (int i = 0; i < 5; ++i) {
for (int j = i + 1; j < 5; ++j) {
// swapping strings if they are not in the lexicographical order
if (strcmp(str[i], str[j]) > 0) {
strcpy(temp, str[i]);
strcpy(str[i], str[j]);
strcpy(str[j], temp);
}
}
}
printf(""\nIn the lexicographical order: \n"");
for (int i = 0; i < 5; ++i) {
fputs(str[i], stdout);
}
return 0;
}",598,"#include <stdio.h>
#include <string.h>

int main() {
   char str[5][50], temp[50];
   printf(""Enter 5 words: "");

   for (int i = 0; i < 5; ++i) {
      fgets(str[i], sizeof(str[i]), stdin);
   }

   for (int i = 0; i < 5; ++i) {
      for (int j = i + 1; j < 5; ++j) {
         if (strcmp(str[i], str[j]) > 0) {
            strcpy(temp, str[i]);
            strcpy(str[i], str[j]);
            strcpy(str[j], temp);
         }
      }
   }

   printf(""\nIn the lexicographical order: \n"");
   for (int i = 0; i < 5; ++i) {
      fputs(str[i], stdout);
   }
   return 0;
}"
62,C Program to Store Information of a Student Using Structure,59,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-structures

In this program, a structure student is created. The structure has three members: name (string), roll (integer) and marks (float).

Then, a structure variable s is created to store information and display it on the screen.","Enter information:
Enter name: Jack
Enter roll number: 23
Enter marks: 34.5
Displaying Information:
Name: Jack
Roll number: 23
Marks: 34.5","#include <stdio.h>
struct student {
    char name[50];
    int roll;
    float marks;
} s;

int main() {
    printf(""Enter information:\n"");
    printf(""Enter name: "");
    fgets(s.name, sizeof(s.name), stdin);

    printf(""Enter roll number: "");
    scanf(""%d"", &s.roll);
    printf(""Enter marks: "");
    scanf(""%f"", &s.marks);

    printf(""Displaying Information:\n"");
    printf(""Name: "");
    printf(""%s"", s.name);
    printf(""Roll number: %d\n"", s.roll);
    printf(""Marks: %.1f\n"", s.marks);

    return 0;
}",514,"#include <stdio.h>
struct student {
    char name[50];
    int roll;
    float marks;
} s;

int main() {
    printf(""Enter information:\n"");
    printf(""Enter name: "");
    fgets(s.name, sizeof(s.name), stdin);

    printf(""Enter roll number: "");
    scanf(""%d"", &s.roll);
    printf(""Enter marks: "");
    scanf(""%f"", &s.marks);

    printf(""Displaying Information:\n"");
    printf(""Name: "");
    printf(""%s"", s.name);
    printf(""Roll number: %d\n"", s.roll);
    printf(""Marks: %.1f\n"", s.marks);

    return 0;
}"
63,C Program to Add Two Distances (in inch-feet system) using Structures,69,"To understand this example, you should have the knowledge of the following C programming topics:

C struct
If you do not know, 12 inches is 1 foot.

In this program, a structure Distance is defined. The structure has two members:
• feet - an integer
• inch - a float
Two variables d1 and d2 of type struct Distance are created. These variables store distances in the feet and inches.
Then, the sum of these two distances are computed and stored in the result variable. Finally, result is printed on the screen.","Enter 1st distance
Enter feet: 23
Enter inch: 8.6

Enter 2nd distance
Enter feet: 34
Enter inch: 2.4

Sum of distances = 57'-11.0""","#include <stdio.h>

struct Distance {
   int feet;
   float inch;
} d1, d2, result;

int main() {
   // take first distance input
   printf(""Enter 1st distance\n"");
   printf(""Enter feet: "");
   scanf(""%d"", &d1.feet);
   printf(""Enter inch: "");
   scanf(""%f"", &d1.inch);
 
   // take second distance input
   printf(""\nEnter 2nd distance\n"");
   printf(""Enter feet: "");
   scanf(""%d"", &d2.feet);
   printf(""Enter inch: "");
   scanf(""%f"", &d2.inch);
   
   // adding distances
   result.feet = d1.feet + d2.feet;
   result.inch = d1.inch + d2.inch;

   // convert inches to feet if greater than 12
   while (result.inch >= 12.0) {
      result.inch = result.inch - 12.0;
      ++result.feet;
   }
   printf(""\nSum of distances = %d\'-%.1f\"""", result.feet, result.inch);
   return 0;
}",783,"#include <stdio.h>

struct Distance {
   int feet;
   float inch;
} d1, d2, result;

int main() {
   printf(""Enter 1st distance\n"");
   printf(""Enter feet: "");
   scanf(""%d"", &d1.feet);
   printf(""Enter inch: "");
   scanf(""%f"", &d1.inch);
 
   printf(""\nEnter 2nd distance\n"");
   printf(""Enter feet: "");
   scanf(""%d"", &d2.feet);
   printf(""Enter inch: "");
   scanf(""%f"", &d2.inch);
   
   result.feet = d1.feet + d2.feet;
   result.inch = d1.inch + d2.inch;

   while (result.inch >= 12.0) {
      result.inch = result.inch - 12.0;
      ++result.feet;
   }
   printf(""\nSum of distances = %d\'-%.1f\"""", result.feet, result.inch);
   return 0;
}"
64,C Program to Add Two Complex Numbers by Passing Structure to a Function,71,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-structures
• https://www.programiz.com/c-programming/c-structure-function

In this program, a structure namedcomplex is declared. It has two members: real and imag. We then created two variables n1 and n2 from this structure.

These two structure variables are passed to the add() function. The function computes the sum and returns the structure containing the sum.
Finally, the sum of complex numbers is printed from the main() function.","For 1st complex number
Enter the real and imaginary parts: 2.1
-2.3

For 2nd complex number
Enter the real and imaginary parts: 5.6
23.2
Sum = 7.7 + 20.9i","#include <stdio.h>
typedef struct complex {
    float real;
    float imag;
} complex;

complex add(complex n1, complex n2);

int main() {
    complex n1, n2, result;

    printf(""For 1st complex number \n"");
    printf(""Enter the real and imaginary parts: "");
    scanf(""%f %f"", &n1.real, &n1.imag);
    printf(""\nFor 2nd complex number \n"");
    printf(""Enter the real and imaginary parts: "");
    scanf(""%f %f"", &n2.real, &n2.imag);

    result = add(n1, n2);

    printf(""Sum = %.1f + %.1fi"", result.real, result.imag);
    return 0;
}

complex add(complex n1, complex n2) {
    complex temp;
    temp.real = n1.real + n2.real;
    temp.imag = n1.imag + n2.imag;
    return (temp);
}",687,"#include <stdio.h>
typedef struct complex {
    float real;
    float imag;
} complex;

complex add(complex n1, complex n2);

int main() {
    complex n1, n2, result;

    printf(""For 1st complex number \n"");
    printf(""Enter the real and imaginary parts: "");
    scanf(""%f %f"", &n1.real, &n1.imag);
    printf(""\nFor 2nd complex number \n"");
    printf(""Enter the real and imaginary parts: "");
    scanf(""%f %f"", &n2.real, &n2.imag);

    result = add(n1, n2);

    printf(""Sum = %.1f + %.1fi"", result.real, result.imag);
    return 0;
}

complex add(complex n1, complex n2) {
    complex temp;
    temp.real = n1.real + n2.real;
    temp.imag = n1.imag + n2.imag;
    return (temp);
}"
65,C Program to Calculate Difference Between Two Time Periods,58,"To understand this example, you should have the knowledge of the following C programming topics:

C User-defined functions
C struct
C Structure and Function
C structs and Pointers

In this program, the user is asked to enter two time periods and these two periods are stored in structure variables startTime and stopTime respectively.

Then, the function differenceBetweenTimePeriod() calculates the difference between the time periods. The result is displayed from the main() function without returning it (using call by reference technique).","Enter the start time.
Enter hours, minutes and seconds: 13
34
55
Enter the stop time.
Enter hours, minutes and seconds: 8
12
15

Time Difference: 13:34:55 - 8:12:15 = 5:22:40","#include <stdio.h>
struct TIME {
   int seconds;
   int minutes;
   int hours;
};

void differenceBetweenTimePeriod(struct TIME t1,
                                 struct TIME t2,
                                 struct TIME *diff);

int main() {
   struct TIME startTime, stopTime, diff;

   printf(""Enter the start time. \n"");
   printf(""Enter hours, minutes and seconds: "");
   scanf(""%d %d %d"", &startTime.hours,
         &startTime.minutes,
         &startTime.seconds);

   printf(""Enter the stop time. \n"");
   printf(""Enter hours, minutes and seconds: "");
   scanf(""%d %d %d"", &stopTime.hours,
         &stopTime.minutes,
         &stopTime.seconds);

   // Difference between start and stop time
   differenceBetweenTimePeriod(startTime, stopTime, &diff);
   printf(""\nTime Difference: %d:%d:%d - "", startTime.hours,
          startTime.minutes,
          startTime.seconds);
   printf(""%d:%d:%d "", stopTime.hours,
          stopTime.minutes,
          stopTime.seconds);
   printf(""= %d:%d:%d\n"", diff.hours,
          diff.minutes,
          diff.seconds);
   return 0;
}

// Computes difference between time periods
void differenceBetweenTimePeriod(struct TIME start,
                                 struct TIME stop,
                                 struct TIME *diff) {
   while (stop.seconds > start.seconds) {
      --start.minutes;
      start.seconds += 60;
   }
   diff->seconds = start.seconds - stop.seconds;
   while (stop.minutes > start.minutes) {
      --start.hours;
      start.minutes += 60;
   }
   diff->minutes = start.minutes - stop.minutes;
   diff->hours = start.hours - stop.hours;
}",1620,"#include <stdio.h>
struct TIME {
   int seconds;
   int minutes;
   int hours;
};

void differenceBetweenTimePeriod(struct TIME t1,
                                 struct TIME t2,
                                 struct TIME *diff);

int main() {
   struct TIME startTime, stopTime, diff;

   printf(""Enter the start time. \n"");
   printf(""Enter hours, minutes and seconds: "");
   scanf(""%d %d %d"", &startTime.hours,
         &startTime.minutes,
         &startTime.seconds);

   printf(""Enter the stop time. \n"");
   printf(""Enter hours, minutes and seconds: "");
   scanf(""%d %d %d"", &stopTime.hours,
         &stopTime.minutes,
         &stopTime.seconds);

   differenceBetweenTimePeriod(startTime, stopTime, &diff);
   printf(""\nTime Difference: %d:%d:%d - "", startTime.hours,
          startTime.minutes,
          startTime.seconds);
   printf(""%d:%d:%d "", stopTime.hours,
          stopTime.minutes,
          stopTime.seconds);
   printf(""= %d:%d:%d\n"", diff.hours,
          diff.minutes,
          diff.seconds);
   return 0;
}

void differenceBetweenTimePeriod(struct TIME start,
                                 struct TIME stop,
                                 struct TIME *diff) {
   while (stop.seconds > start.seconds) {
      --start.minutes;
      start.seconds += 60;
   }
   diff->seconds = start.seconds - stop.seconds;
   while (stop.minutes > start.minutes) {
      --start.hours;
      start.minutes += 60;
   }
   diff->minutes = start.minutes - stop.minutes;
   diff->hours = start.hours - stop.hours;
}"
66,C Program to Store Information of Students Using Structure,58,"To understand this example, you should have the knowledge of the following C programming topics:

C Arrays
C struct

In this program, a structure student is created. The structure has three members: name (string), roll (integer) and marks (float).

Then, we created an array of structures s having 5 elements to store information of 5 students.
Using a for loop, the program takes the information of 5 students from the user and stores it in the array of structure. Then using another for loop, the information entered by the user is displayed on the screen.","Enter information of students: 

For roll number1,
Enter name: Tom
Enter marks: 98

For roll number2,
Enter name: Jerry
Enter marks: 89
.
.
.
Displaying Information:

Roll number: 1
Name: Tom
Marks: 98
.
.
.","#include <stdio.h>
struct student {
    char firstName[50];
    int roll;
    float marks;
} s[5];

int main() {
    int i;
    printf(""Enter information of students:\n"");

    // storing information
    for (i = 0; i < 5; ++i) {
        s[i].roll = i + 1;
        printf(""\nFor roll number%d,\n"", s[i].roll);
        printf(""Enter first name: "");
        scanf(""%s"", s[i].firstName);
        printf(""Enter marks: "");
        scanf(""%f"", &s[i].marks);
    }
    printf(""Displaying Information:\n\n"");

    // displaying information
    for (i = 0; i < 5; ++i) {
        printf(""\nRoll number: %d\n"", i + 1);
        printf(""First name: "");
        puts(s[i].firstName);
        printf(""Marks: %.1f"", s[i].marks);
        printf(""\n"");
    }
    return 0;
}",756,"#include <stdio.h>
struct student {
    char firstName[50];
    int roll;
    float marks;
} s[5];

int main() {
    int i;
    printf(""Enter information of students:\n"");

    for (i = 0; i < 5; ++i) {
        s[i].roll = i + 1;
        printf(""\nFor roll number%d,\n"", s[i].roll);
        printf(""Enter first name: "");
        scanf(""%s"", s[i].firstName);
        printf(""Enter marks: "");
        scanf(""%f"", &s[i].marks);
    }
    printf(""Displaying Information:\n\n"");

    for (i = 0; i < 5; ++i) {
        printf(""\nRoll number: %d\n"", i + 1);
        printf(""First name: "");
        puts(s[i].firstName);
        printf(""Marks: %.1f"", s[i].marks);
        printf(""\n"");
    }
    return 0;
}"
67,C Program to Store Data in Structures Dynamically,49,"To understand this example, you should have the knowledge of the following C programming topics:

C Pointers
C Dynamic Memory Allocation
C struct
This program asks the user to store the value of noOfRecords and allocates the memory for the noOfRecords structure variables dynamically using the malloc() function.","Enter the number of records: 2
Enter subject and marks:
Science 82
Enter subject and marks:
DSA 73

Displaying Information:
Science     82
DSA     73","#include <stdio.h>
#include <stdlib.h>
struct course {
  int marks;
  char subject[30];
};

int main() {
  struct course *ptr;
  int noOfRecords;
  printf(""Enter the number of records: "");
  scanf(""%d"", &noOfRecords);

  // Memory allocation for noOfRecords structures
  ptr = (struct course *)malloc(noOfRecords * sizeof(struct course));
  for (int i = 0; i < noOfRecords; ++i) {
    printf(""Enter subject and marks:\n"");
    scanf(""%s %d"", (ptr + i)->subject, &(ptr + i)->marks);
  }

  printf(""Displaying Information:\n"");
  for (int i = 0; i < noOfRecords; ++i) {
    printf(""%s\t%d\n"", (ptr + i)->subject, (ptr + i)->marks);
  }

  free(ptr);

  return 0;
}",662,"#include <stdio.h>
#include <stdlib.h>
struct course {
  int marks;
  char subject[30];
};

int main() {
  struct course *ptr;
  int noOfRecords;
  printf(""Enter the number of records: "");
  scanf(""%d"", &noOfRecords);

  ptr = (struct course *)malloc(noOfRecords * sizeof(struct course));
  for (int i = 0; i < noOfRecords; ++i) {
    printf(""Enter subject and marks:\n"");
    scanf(""%s %d"", (ptr + i)->subject, &(ptr + i)->marks);
  }

  printf(""Displaying Information:\n"");
  for (int i = 0; i < noOfRecords; ++i) {
    printf(""%s\t%d\n"", (ptr + i)->subject, (ptr + i)->marks);
  }

  free(ptr);

  return 0;
}"
68,C Program to Write a Sentence to a File,39,"To understand this example, you should have the knowledge of the following C programming topics:

C File Handling
C Standard Library Functions
This program stores a sentence entered by the user in a file.

In the program, the sentence entered by the user is stored in the sentence variable.

Then, a file named program.txt is opened in writing mode. If the file does not exist, it will be created.
Finally, the string entered by the user will be written to this file using the fprintf() function and the file is closed.","Enter a sentence: C Programming is fun

Here, a file named program.txt is created. The file will contain C programming is fun text.","#include <stdio.h>
#include <stdlib.h>

int main() {
    char sentence[1000];

    // creating file pointer to work with files
    FILE *fptr;

    // opening file in writing mode
    fptr = fopen(""program.txt"", ""w"");

    // exiting program 
    if (fptr == NULL) {
        printf(""Error!"");
        exit(1);
    }
    printf(""Enter a sentence:\n"");
    fgets(sentence, sizeof(sentence), stdin);
    fprintf(fptr, ""%s"", sentence);
    fclose(fptr);
    return 0;
}",465,"#include <stdio.h>
#include <stdlib.h>

int main() {
    char sentence[1000];
    FILE *fptr;
    fptr = fopen(""program.txt"", ""w"");

    if (fptr == NULL) {
        printf(""Error!"");
        exit(1);
    }
    printf(""Enter a sentence:\n"");
    fgets(sentence, sizeof(sentence), stdin);
    fprintf(fptr, ""%s"", sentence);
    fclose(fptr);
    return 0;
}"
